index_num,idiom,idiom_stripped,s1,s2,s3,label,position,corrected_labels,total_i,total_l,total_na,incorrect_i,incorrect_l,incorrect_na,incorrect_total,total_duplicates
389,चन्द्रमा दाहिने हुनु,चन्द्रमा द,यस वर्ष भाइटीका लगाइदिने पूर्व र लगाइमाग्ने पश्चिम फर्कनुपर्ने समितिले जनाएको छ ।,यसो गरेमा वृश्चिक राशिमा रहेका उत्तरका चन्द्रमा दाहिने पर्नेछन् ।,शुभ कर्ममा चन्द्रमालाई अघि वा दाँहिने पार्नु पर्ने शास्त्रीय नियम छ ।,I,यसो गरेमा वृश्चिक राशिमा रहेका उत्तरका ###चन्द्रमा दाहिने पर्नेछन्### ।,I,,,,,,,,
390,चन्द्रमा दाहिने हुनु,चन्द्रमा द,विजयादशमीका दिन चन्द्रमा मकर राशिमा रहेकाले टीका लगाइमाग्ने मानिस पूर्व फर्कनुपर्ने समितिले जनाएको छ ।,लगाइदिने मानिस पश्चिम फर्कँदा मकर राशिमा रहेका चन्द्रमा दाहिने हुन्छन् ।,चन्द्रमा दाहिने वा सम्मुख पारेर टीका लगाउनुपर्ने शास्त्रीय मान्यता छ ।,I,लगाइदिने मानिस पश्चिम फर्कँदा मकर राशिमा रहेका ###चन्द्रमा दाहिने हुन्छन्###।,,,,,,,,,
391,चन्द्रमा दाहिने हुनु,चन्द्रमा द,विजयादशमीका दिन चन्द्रमा मकर राशिमा रहेकाले टीका लगाइमाग्ने मानिस पूर्व फर्कनुपर्ने समितिले जनाएको छ ।,लगाइदिने मानिस पश्चिम फर्कँदा मकर राशिमा रहेका चन्द्रमा दाहिने हुन्छन् ।,चन्द्रमा दाहिने वा सम्मुख पारेर टीका लगाउनुपर्ने शास्त्रीय मान्यता छ ।,I,लगाइदिने मानिस पश्चिम फर्कँदा मकर राशिमा रहेका ###चन्द्रमा दाहिने हुन्छन्### ।,,,,,,,,,
392,चाख लाग्नु,चाख ल,ऊ बासि पत्रिका हेर्दैथियो ।,"सायद पत्रिकामा उसलाई चाख लाग्ने विषयवस्तु थिए होलान , त्यसैले...
फेसबुक पेज Like गर्नुहोस
Changupost Team
Editor : Ramesh Timilsina
Co-Editor : Sarmila Khanal
News Writer: Reshmi Lamichhane
Reporter : Surendra Shrestha
Reporter : Bipana Musikhal
Reporter : Niranjan Dulal
About Changupost
Changu Post is an online news media with a commitment to provide accurate and timely news to the many thousands of its daily subscribers. We pride ourselves in delivering high-quality and engaging content across all news delivery platforms. We have got a experience jurnalist team member to creating quality news we have expanded our horizons. This news portal is a highly demanded from local Nepalese communities to the communication. We are determined to keep our news portal independent and neutral and provide reliable information to our many daily subscribers on multiple issues. We thank you for your kind patronage to our site and hope you keep coming back.
ABOUT US
Changu Post Team
Samakhushi, Kathmandu.
changupost@gmail.com
info@changupost.com
Phone : +977 9818735382
FOLLOW US
Home
About Us
Advertisement
Contact Us
© Copyright 2017 Changu Post Team| Design & Developed By : urmilas
'); var formated_str = arr_splits[i].replace(/\surl\(\'(?",!,NA,"सायद पत्रिकामा उसलाई चाख लाग्ने विषयवस्तु थिए होलान , त्यसैले...
फेसबुक पेज Like गर्नुहोस
Changupost Team
Editor : Ramesh Timilsina
Co-Editor : Sarmila Khanal
News Writer: Reshmi Lamichhane
Reporter : Surendra Shrestha
Reporter : Bipana Musikhal
Reporter : Niranjan Dulal
About Changupost
Changu Post is an online news media with a commitment to provide accurate and timely news to the many thousands of its daily subscribers. We pride ourselves in delivering high-quality and engaging content across all news delivery platforms. We have got a experience jurnalist team member to creating quality news we have expanded our horizons. This news portal is a highly demanded from local Nepalese communities to the communication. We are determined to keep our news portal independent and neutral and provide reliable information to our many daily subscribers on multiple issues. We thank you for your kind patronage to our site and hope you keep coming back.
ABOUT US
Changu Post Team
Samakhushi, Kathmandu.
changupost@gmail.com
info@changupost.com
Phone : +977 9818735382
FOLLOW US
Home
About Us
Advertisement
Contact Us
© Copyright 2017 Changu Post Team| Design & Developed By : urmilas
'); var formated_str = arr_splits[i].replace(/\surl\(\'(?",,,,,,,,,
393,चाख लाग्नु,चाख ल,"अहिले को निर्मला केश को पनि अनुसन्धान समिति ले भन्दा ब्यापक तरिका ले गहिराइ मा गएर गरेको रिपोर्टिंग, भ्युज पाउन सनसनी मचाउने हेडलाइनहरुबाट वाक्क भएको बेलामा पृथक र यथार्थपरक छ ।",अहिले सम्म मलाइ चाख लागेको कुरा चाहि चक्र बडु को केश लाग्यो।,हाम्रो देशमा स्थलगत प्रतिबेदन बुझाउने एन जी ओ को काम कति झारा टार्ने खालको छ भन्ने कुरा यहि केशमा छर्लंग भएको छ ।,L,अहिले सम्म मलाइ ###चाख लागेको### कुरा चाहि चक्र बडु को केश लाग्यो।,,,,,,,,,
394,चाख लाग्नु,चाख ल,दाइ चाहीं आफै पढ्न मन गर्ने ।,मलाई पढ्न एकदमै चाख लाग्ने ।,मलाई त बिहे हुनुअगाडि दुःख भनेको के हो ?,L,मलाई पढ्न एकदमै ###चाख लाग्ने### ।,,,,,,,,,
395,चाख लाग्नु,चाख ल,२. किन यो व्यवसाय रोज्नु भो ?,"यो व्यवसाय एकदमै flexible, rewarding र चाख लाग्दो लाग्यो ।","फाइनान्स क्षेत्रमा म पहिलेदेखि नै इच्छुक थिएँ, पढाई पनि त्यसै संग सम्बन्धित थियो ।",L,"यो व्यवसाय एकदमै flexible, rewarding र ###चाख लाग्दो### लाग्यो ।",,,,,,,,,
396,चाख लाग्नु,चाख ल,मनमा लाग्छ– लेखकले नेपाली समाज बुझ्न कत्ति धेरै मिहिनेत गरेका रहेछन् ?,उनलाई कत्ति जाँगर र चाख लागेको होला ?,कत्ति मसिनो गरी समाजको अवलोकन गर्न सकेका होलान् ?,L,उनलाई कत्ति जाँगर र ###चाख लागेको### होला ?,,,,,,,,,
397,चाल पाउनु,चाल प,प्रतियोगितामा २७ जनाको प्सहभागिता रहेको थियो ।,"दुई दिने बृद्धिचाल प्रतियोगितामा बाँके जिल्ला बृद्धिचाल संघका अध्यक्ष धन राम ओली, निर्णयक पशुपतिनाथ योगी, प्रतियोगिताका संयोजक सुमन सिह बस्नेत, कोषाध्यक्ष उपमा रेग्मी लगायतले सहभागि भएका प्रतियोगिलाई प्रमाणपत्र तथा पुरस्कार वितरण गरेका थिए ।",आठौं राष्टिय खेलकुद हाम्रो प्रदेशमा पसिना र गौरब आफ्नै देशमा भन्ने मुल नाराका साथ बाँके जिल्ला स्तरिय महिला तथा पुरुष बृद्धिचाल छनोट प्रतियोगिता भएको थियो ।,NA,"दुई दिने बृद्धिचाल प्रतियोगितामा बाँके जिल्ला बृद्धिचाल संघका अध्यक्ष धन राम ओली, निर्णयक पशुपतिनाथ योगी, प्रतियोगिताका संयोजक सुमन सिह बस्नेत, कोषाध्यक्ष उपमा रेग्मी लगायतले सहभागि भएका प्रतियोगिलाई प्रमाणपत्र तथा पुरस्कार वितरण गरेका थिए ।",,,,,,,,,
398,चाल पाउनु,चाल प,"काठमाडौं, ४ वैशाख ।",अन्तिम चरणको खेलमा अन्नपूर्ण उच्च माविका मिलन लामालाई पराजित गर्दै राजन मेमोरियल स्कुल काठमाडौंका प्रोसेस श्रेष्ठले चौथो ओसिड यु–१४ बुद्धिचाल प्रतियोगिताको उपाधि हात पारेका छन् ।,प्रोसेसले सात खेलबाट ६ अंक बटुले ।,NA,अन्तिम चरणको खेलमा अन्नपूर्ण उच्च माविका मिलन लामालाई पराजित गर्दै राजन मेमोरियल स्कुल काठमाडौंका प्रोसेस श्रेष्ठले चौथो ओसिड यु–१४ बुद्धिचाल प्रतियोगिताको उपाधि हात पारेका छन् ।,,,,,,,,,
399,चाल पाउनु,चाल प,"वास्तवमा भन्ने नै हो भने, ‘आफ्टरनुन टी’ भन्दा चियाको इतिहास निक्कै धेरै पुरानो भइसकेको थियो ।",जुनकुरो हामीले ‘टि टेस्टिङ सेरेमनी’ बेङजिङमा भाग लिँदा चियाको इतिहास करिब पाँचहजार वर्ष पुरानो भएको चाल पाएका थियौं ।,हामीले त्यहाँ राजकीय चिया ओलाङदेखि सुरु गरेर पियुर चियासम्म पुग्दा १२ प्रकारका चिनियाँ चियाहरुको स्वादचाखेका त्यसबेला सम्झना गरिरह्यौं ।,I,जुनकुरो हामीले ‘टि टेस्टिङ सेरेमनी’ बेङजिङमा भाग लिँदा चियाको इतिहास करिब पाँचहजार वर्ष पुरानो भएको ###चाल पाएका### थियौं ।,,,,,,,,,
400,चाल पाउनु,चाल प,"Reply
sushil maharjan says:	
November 5, 2019 at 11:22 am
yeess i doo smell for many times..from patan sundhara
Reply
Sumina Shrestha says:	
November 5, 2019 at 11:22 am
We too had that experience several times. We live at Sinchahity,Lalitpur.
Reply
सुरेन says:	
November 5, 2019 at 11:19 am
हल्ला हाेइन याे यथार्थ हाे ।",राति सुत्न नै नसक्ने गरि एकदम मासु पाेलेकाे जस्ताे गन्ध अाएकाे मैले पनि चाल पाएकााे छु ।,हिजाे दिउँसाे पनि साेही प्रकारकाे गन्ध अाएकाेे थियाे ।,I,राति सुत्न नै नसक्ने गरि एकदम मासु पाेलेकाे जस्ताे गन्ध अाएकाे मैले पनि ###चाल पाएकााे### छु ।,,,,,,,,,
401,चाल पाउनु,चाल प,त्यसो त धनी बाबुकी एक्ली छोरी–यति चाँडेै बिहा गर्नुपर्ने आवश्यकता थिएन ।,तर बाउको पसलमा बस्दा चुरोटसँगै प्रेमपत्र बाँड्न थालेपछि बाउचाहिँले छोरी जवान भएको चाल पाएको थियो ।,अझ एकादशीे जात्राको एक रातभर छोरी हराएपछि उसले हतारहतार आफ्नोे पितृधर्म निभाएको थियो ।,I,तर बाउको पसलमा बस्दा चुरोटसँगै प्रेमपत्र बाँड्न थालेपछि बाउचाहिँले छोरी जवान भएको ###चाल पाएको### थियो ।,,,,,,,,,
402,चासो बढ्नु,चासो ब,उदाहरण भर्खरै बीरगंजमा घटको घटना जसमा केहि बिरामिहरु सामान्य उपचार खोज्ने क्रममा अस्पतालका ढोका चहार्दा चहार्दै ज्यान गुमाउनुपरेको थियो ।,"यस्तो किन भयो त भनि सम्बन्धित निकायहरुमा चासो ब्यक्त गर्दा बिरालो, मुसा, दुलो, गाई, खोलालाई दोष देखाएर अन्त्यमा घटना सुकाएरै छाडे कबिताले भनेको जस्तो !",यो त केवल एउटा प्रतिनिधि घटना मात्र हो यस्ता कैयौ कहालिलाग्दो घटना अहिले हाम्रो देशमा घटिरहेका छन् ।,NA,"यस्तो किन भयो त भनि सम्बन्धित निकायहरुमा चासो ब्यक्त गर्दा बिरालो, मुसा, दुलो, गाई, खोलालाई दोष देखाएर अन्त्यमा घटना सुकाएरै छाडे कबिताले भनेको जस्तो !",,,,,,,,,
403,चासो बढ्नु,चासो ब,"ब्लक आयोजकको भविष्य योजना गर्दै
DT2 ow डाउनटाउन डचटाउन र डचटाउन STL.org यी nascent ब्लॉक संगठनहरू मजबूत बनाउन को लागी, संचार को सुविधा, र अन्य ब्लक को लागी पछाडिको टेम्प्लेट निर्माण गर्नुहोस्।","यसमा संलग्न छिमेकीहरूको अनुभवको साथ, हामी एक सीधा मोडेल सिर्जना गर्ने आशा गर्छौं जसले चासो ब्लकहरूलाई छिटो व्यवस्थित गर्न मद्दत गर्दछ।",के तपाईंको ब्लकमा पहिले नै संस्था छ कि बिल फिट?,NA,"यसमा संलग्न छिमेकीहरूको अनुभवको साथ, हामी एक सीधा मोडेल सिर्जना गर्ने आशा गर्छौं जसले चासो ब्लकहरूलाई छिटो व्यवस्थित गर्न मद्दत गर्दछ।",,,,,,,,,
404,चासो बढ्नु,चासो ब,"१२ माघ २०७७ मा कान्तिपुर दैनिकको लेख, म र मेरो अस्पताल संग संबन्धित भएकोले यो प्रतिकृया नलेखिकन मनले मान्दै मानेन।",हुन त यस्तो झुट समाचार प्रति चासो ब्यक्त नगरे पनि हुने थियो तर त्यस लेखमा आएका निम्न स्तरका कमेण्टहरु र मानिसमा पर्न जाने भ्रम मेट्नको लागी मैले नलेखि नहुने भयो।,"चिकित्सकिय पेशा संग संबन्धित लेख लेख्ने बेलामा सो बिषयमा सत्य तथ्य के हो, कुनै पनि रोगको उपचार कसरि हुन्छ र उपचारको क्रममा के कस्ता जटिलताहरु आऊन सक्छन भन्ने‌ कुरा नजानिकन र नबुझिकन लेखकले यस्ता झुट र कपोलकल्पित लान्छना लगाई स्वास्थ्यकर्मिहरुको मान-मर्दन र चरित्र हत्या गरेकी छन।",NA,हुन त यस्तो झुट समाचार प्रति चासो ब्यक्त नगरे पनि हुने थियो तर त्यस लेखमा आएका निम्न स्तरका कमेण्टहरु र मानिसमा पर्न जाने भ्रम मेट्नको लागी मैले नलेखि नहुने भयो।,,,,,,,,,
405,चासो बढ्नु,चासो ब,"यदि तपाईं हाम्रो उत्पादनहरूमा रुचि राख्नुहुन्छ भने, कृपया हामीलाई सम्पर्क गर्नुहोस् र हामीलाई तपाईंको ई-मेलमार्फत पठाउन पठाउनुहोस्, पेशेवरको आधारमा।","""उत्कृष्ट गुणस्तरीय, धेरै प्रतिस्पर्धी मूल्य, समयमै वितरण र उत्तम बिक्री बिक्री सेवा"" को सिद्धान्त, ""एक अर्कालाई विश्वास गर्ने, चासो बाँड्न र आपसी लाभ उठाउँदै"" भन्ने विश्वासको साथ, हामी हाम्रो घरेलु र सँगै अझ राम्रो भविष्य सिर्जना गर्दैछौं।",विदेशी ग्राहकहरु!,NA,"""उत्कृष्ट गुणस्तरीय, धेरै प्रतिस्पर्धी मूल्य, समयमै वितरण र उत्तम बिक्री बिक्री सेवा"" को सिद्धान्त, ""एक अर्कालाई विश्वास गर्ने, चासो बाँड्न र आपसी लाभ उठाउँदै"" भन्ने विश्वासको साथ, हामी हाम्रो घरेलु र सँगै अझ राम्रो भविष्य सिर्जना गर्दैछौं।",,,,,,,,,
406,चित्त दुख्नु,चित्त द,विभिन्न कारणले त्यो लागु हुन सकिरहेको छैन।,जनतालाई न्याय दिन बसेका हामी इजलास नबस्दा उनीहरूले पाएको सास्ती देखेर चित्त दुख्यो।,"यता छलफलबाट पनि कुनै निष्कर्ष निस्किएन’ उनले भने, ’त्यसैले अब हामी फुर्लकोटबाहेक अरू कुनै पनि छलफलमा सहभागी नहुने निर्णय ग¥यौं।",I,जनतालाई न्याय दिन बसेका हामी इजलास नबस्दा उनीहरूले पाएको सास्ती देखेर ###चित्त दुख्यो###।,,,,,,,,,
407,चित्त दुख्नु,चित्त द,शशीजीसँग कुरा राखें ।,"उहाँले ‘उमेशले उतै कार्यक्रम चलाउँछ, तपाईं मिलाउनुस् भन्नुहुँदा मनमा केही चित्त दुख्यो ।",फूलन्देकी आमाबिना कार्यक्रम गर्नै नसकिने भन्ने होइन ।,I,"उहाँले ‘उमेशले उतै कार्यक्रम चलाउँछ, तपाईं मिलाउनुस् भन्नुहुँदा मनमा केही ###चित्त दुख्यो### ।",,,,,,,,,
408,चित्त दुख्नु,चित्त द,"-- एक्स नेपाली फोरमलाई फोटो ग्यालरी नबनाउँ /
३. बिज्ञापन नगरौं - एक्सनेपाली फोरममा बिज्ञापन नगरौं / सबैलाई काम लाग्ने कुनै जानकारी, कुनै वेबसाइटको बारेमा लेख्नु छ भने पहिला एडमिनलाई खबर गरेर मात्र पोस्ट गरौँ /
यो नियम किन ?","-- स्पामले हैरान पारेको हुनाले यस्तो नियम बनाउनु परेको हो / अनि तपाईले याद गर्नु भएको छ -- यहाँ ब्यानर बिज्ञापन पनि राखिएको छैन /
४. यस नेपाली फोरमका सबै सदस्यहरू रमाइलो गर्न यो साइटमा आउँछन / सबैलाई रमाइलो गर्न दिनुहोस / कसैको चित्त दुखाउन पाइदैन /
यो नियम किन ?",-- चित्त दुखेको मानिस कसरी रमाउला ?,I,"-- स्पामले हैरान पारेको हुनाले यस्तो नियम बनाउनु परेको हो / अनि तपाईले याद गर्नु भएको छ -- यहाँ ब्यानर बिज्ञापन पनि राखिएको छैन /
४. यस नेपाली फोरमका सबै सदस्यहरू रमाइलो गर्न यो साइटमा आउँछन / सबैलाई रमाइलो गर्न दिनुहोस / कसैको ###चित्त दुखाउन### पाइदैन /
यो नियम किन ?",,,,,,,,,
409,चित्त दुख्नु,चित्त द,"नेकपाको केन्द्रीय सचिवालयदेखि सबै संरचनामा आदिवासी जनजाति समुदायका नेता छन्, तर अहिले आन्दोलनचाहिँ नेकपाकै विरुद्धमा भएकोमा समीक्षा त गर्नुपर्ला नि तपाईहरुले पनि ?","सरकारमा बसेको पार्टीको मान्छेलाई यो आन्दोलनकारी होइन भन्ने व्यवहार गरिसकेपछि मान्छे हो, उसको चित्त दुख्छ ।",यसअघि पनि आदिवासी जनजातिको आन्दोलन चलिरहेका बेला तत्कालीन माओवादी सरकारमा गयो ।,I,"सरकारमा बसेको पार्टीको मान्छेलाई यो आन्दोलनकारी होइन भन्ने व्यवहार गरिसकेपछि मान्छे हो, उसको ###चित्त दुख्छ### ।",,,,,,,,,
410,चित्त दुख्नु,चित्त द,आमाका आँखाबाट बलिन्द्र आँशु निरन्तर बगिरहेको थियो ।,कतै मैले नै पो चित्त दुखाएँ कि भनेर म पनि रून लागेँ ।,फेरि आमालाई कि रूनुभएको भनेर सोध्न पनि सकिनँ ।,I,कतै मैले नै पो ###चित्त दुखाएँ### कि भनेर म पनि रून लागेँ ।,,,,,,,,,
411,चित्त बुझ्नु,चित्त ब,निर्धारित समय भन्दा करिब तीन घण्टा ढिलो गरी कार्यक्रम सुरु गरिएको छ ।,"शिब हमालले आफ्नो कार्यकालमा अवार्ड कार्यक्रम सञ्चालन गर्दा कुनै सफल नपाएको र कसैलाई पनि चित्त बुझाउन नसकिएको...
Read More
बाल गायक मनिष लिम्बु र बिनिता राई असन बजारमा बेपत्ता, खोजतलास पछि यो अवस्थामा भेटिए( भिडियो सहित )
राजकुमार राई, २३ मंसिर–काठमाण्डौं ।",असनको बजारमा निकै मानिसहरुको ठुलो भीडभाड थियो ।,NA,"शिब हमालले आफ्नो कार्यकालमा अवार्ड कार्यक्रम सञ्चालन गर्दा कुनै सफल नपाएको र कसैलाई पनि चित्त बुझाउन नसकिएको...
Read More
बाल गायक मनिष लिम्बु र बिनिता राई असन बजारमा बेपत्ता, खोजतलास पछि यो अवस्थामा भेटिए( भिडियो सहित )
राजकुमार राई, २३ मंसिर–काठमाण्डौं ।",,,,,,,,,
412,चित्त बुझ्नु,चित्त ब,‘ओली नै अबको अध्यक्ष हुने १०० प्रतिशत छ ।,"अहिले नै सर्वसम्मत चाहिँ भनी नहालौं किनकि कुनै व्यक्तिलाई चित्त बुझेन भने उठ्न त पाउँछ नि,’ गुरुङले भने ।",३३ प्रतिशत महिला सदस्य सुनिश्चित गर्ने बताएको एमालेले २ सय २५ मध्ये ७० बढी केन्द्रीय सदस्य महिलालाई स्थान दिनुपर्नेछ ।,I,"अहिले नै सर्वसम्मत चाहिँ भनी नहालौं किनकि कुनै व्यक्तिलाई ###चित्त बुझेन### भने उठ्न त पाउँछ नि,’ गुरुङले भने ।",,,,,,,,,
413,चित्त बुझ्नु,चित्त ब,आज आइतबार बसेको प्रदेश सभाको बैठकमा विशेष समय लिएर बोल्दै थापाले गण्डकी प्रदेशकै गौरवको आयोजनाको काम मुआब्जाका कारण रोकिन नहुने भन्दै संसदमा ध्यानाकर्षण गराए ।,"‘यस अघि नै जग्गा अधिग्रहण गर्दा एउटै व्यक्ति चारपटक सम्म विस्थापित हुनुपरेको छ,’ उनले भने, ‘अहिले पुनः जग्गा अधिग्रहणको कुरा आएको छ जसमा १५० घर पर्ने भनिएको छ, उनीहरुको उचित मुआब्जा कति हो सोही अनुसार स्थानीयको चित्त बुझाउनु पर्छ ।","’
२०७१ सालमा पोखरा उद्योग वाणिज्य संघको अध्यक्ष भई मुआब्जा सहयोग समितिको संयोजक हुँदा बाटो नभएको जग्गा प्रति रोपनी २० लाख, कच्ची बाटो भएको २८ लाख, पक्की बाटो भएको ४२ लाख निर्धारण गरिएको जनाउँदै सो समयमा चलनचल्तीको मूल्य भन्दा अत्यन्तै न्यून मूल्यमा स्थानीयले जग्गा दिएको बताए ।",I,"‘यस अघि नै जग्गा अधिग्रहण गर्दा एउटै व्यक्ति चारपटक सम्म विस्थापित हुनुपरेको छ,’ उनले भने, ‘अहिले पुनः जग्गा अधिग्रहणको कुरा आएको छ जसमा १५० घर पर्ने भनिएको छ, उनीहरुको उचित मुआब्जा कति हो सोही अनुसार स्थानीयको ###चित्त बुझाउनु### पर्छ ।",,,,,,,,,
414,चित्त बुझ्नु,चित्त ब,‘मेरो निश्चलसँग व्यक्तिगत रुपमा केही दु’श्मनी छैन ।,तर उनले विभिन्न सञ्चारमाध्यममा राजेशका कुन फिल्म हिट छ भनेको चित्त बुझेन’ भट्टराइले भने ।,--NNI--,I,तर उनले विभिन्न सञ्चारमाध्यममा राजेशका कुन फिल्म हिट छ भनेको ###चित्त बुझेन###’ भट्टराइले भने ।,,,,,,,,,
415,चित्त बुझ्नु,चित्त ब,त्यो दुर्घटनापछि मेरो मलेसियाकै अस्पतालमा झण्डै ७ महिना उपचार भयो ।,तर मलाई विदेशी अस्पताल भए पनि त्यहाँको उपचार खास चित्त बुझेन ।,मैले आफ्नै देश फर्किएर उपचार गराउने निधो गरेँ ।,I,तर मलाई विदेशी अस्पताल भए पनि त्यहाँको उपचार खास ###चित्त बुझेन### ।,,,,,,,,,
416,चित्त लाउनु,चित्त ल,त्यही भएर यी साना साना दलहरुलाई राजनीतिक दल बन्नमा नै धेरै समय लाग्छ ।,सानो सानो चित्त लिएर ती दलका नेताहरुले काम गरिरहनु भएको छ ।,ठूलो र वृहत्त उद्देश्यले काम गर्न सुरु गरेपछि सोच पनि त्यस्तै राख्नुपर्छ त्यो कुरा ती दलका नेताहरुमा म पाउन सकिन्न ।,NA,सानो सानो चित्त लिएर ती दलका नेताहरुले काम गरिरहनु भएको छ ।,,,,,,,,,
417,चित्त लाउनु,चित्त ल,यसलाई सहजीकरण गर्न राज्यले पनि खुला हृदय लिएर आउनुपर्छ ।,सानो चित्त लिनु भएन ।,हामीसँग भएको तरल पैसा राख्नका लागि राम्रो वित्तीय औजारहरू दिनुपर्यो ।,NA,सानो चित्त लिनु भएन ।,,,,,,,,,
418,चित्त लाउनु,चित्त ल,के सम्पुर्ण प्राणीमा बोधिचित्त छ ?,"हो, सम्पुर्ण प्राणीहरुमा बोधिचित्त छ, तर अहिले बोधिचित्त लुकेर बसेको छ ।","हामीलाई के छ भने रिस, लोभ, त्रास आदि अविद्याले गर्दा फेरी हामी सबैको करुणा ज्ञान छोपेको छ ।",NA,"हो, सम्पुर्ण प्राणीहरुमा बोधिचित्त छ, तर अहिले बोधिचित्त लुकेर बसेको छ ।",,,,,,,,,
419,चित्त लाउनु,चित्त ल,मानवताविरुद्धको जघन्य अपराधमा समेत राणाको इजलासले विवादास्पद फैसला गरेर न्यायालयको गरिमामै धब्बा लागेको थियो ।,जघन्य अपराध जस्तो मुद्दामा ‘चित्त लागेको हुँदा’ सजायमै आकाश-जमिन फरक पार्न सक्ने प्रधानन्यायाधीश दुनियाँमै सायदै पाइन्छन् ।,उनका यस्ता फैसला अनगन्ती छन् ।,I,जघन्य अपराध जस्तो मुद्दामा ‘###चित्त लागेको### हुँदा’ सजायमै आकाश-जमिन फरक पार्न सक्ने प्रधानन्यायाधीश दुनियाँमै सायदै पाइन्छन् ।,,,,,,,,,
420,चिसो पस्नु,चिसो प,"एकैपटक धेरै मासु पकाएर धेरै दिनसम्म खाँदा त्यसबाट रोगलाई बढावा दिनेबाहेक अन्य केही नपाइने जनाउँदै डा अधिकारीले भने, “बोसो नभएको ताजा मासु थोरै थोरै गरेर खान सकिन्छ।","”
नेपालीले चाडपर्वका अवसरमा दसैँमा प्रोटिनयुक्त र तिहारमा काबहाइड्रेडयुक्त खानाका साथै चिल्लो र चिसो पेयपदार्थ अत्यधिक प्रयोग गर्ने गरेको पाइन्छ ।","उनले चाडपर्वमा बाहिर हिँडडुल धेरै गर्ने र खानपानमा ध्यान नदिने प्रचलन बढ्दै गएको जनाउँदै भन्नुभयो, “नुन, चिल्लो, चिसो, गुलियो बढी खाने त्यसमा पनि मदिरा र चुरोट मिसाउँदा झनै समस्या हुने गरेको छ ।",NA,"”
नेपालीले चाडपर्वका अवसरमा दसैँमा प्रोटिनयुक्त र तिहारमा काबहाइड्रेडयुक्त खानाका साथै चिल्लो र चिसो पेयपदार्थ अत्यधिक प्रयोग गर्ने गरेको पाइन्छ ।",,,,,,,,,
421,चिसो पस्नु,चिसो प,"उहाँले ‘म्याडम हजुरको ब्रत छ, केही फलफूल या जुस खानु’ भनेर नजिकैको जुस पसलमा लग्नुभयो ।","पहिला पानी पिउँछु, चिसो पानी मैले भनेँ ।",पानी आइपुगेपछि उहाँले मेरो गिलासमा पानी हाल्दिनुभयो र मलाई दिनुभयो ।,NA,"पहिला पानी पिउँछु, चिसो पानी मैले भनेँ ।",,,,,,,,,
422,चिसो पस्नु,चिसो प,नेपालमा हलिउड र भेगास जस्ता शहर बनाउन सम्भव छ ?,नेपाली गजल नेपाली प्रेरक भनाईहरु नेपाली साहित्यकारहरुको जीवनी नेपाली साहित्यकारहरुको नाम नेपाली सेयर बजार नेपालीले पत्ता लगाए क्षुद्रग्रह नेपालीहरुको आम्दानीको १३ प्रतिशत खानामा खर्च नेपालीहरुको सबैभन्दा ठुलो समस्या ‘तनाव’ नेपालीहरुले बुझ्नै पर्ने कुरा–अधिक चिसो पानी पिउँदा यस्ता समस्या देखिने गर्छन् नेप्से परिसूचक गणनाका पाँच आधार नेप्से परिसूचक नोकरीमा धेरै तलब पाउन चाहनुहुन्छ ?,पछ्याउनुस् यी सूत्र न्वारनमा नाम किन राखिन्छ पढ्न मन लाग्दैन भने अब यसो गर्नुहोस पत्याउनुहुन्छ ?,NA,नेपाली गजल नेपाली प्रेरक भनाईहरु नेपाली साहित्यकारहरुको जीवनी नेपाली साहित्यकारहरुको नाम नेपाली सेयर बजार नेपालीले पत्ता लगाए क्षुद्रग्रह नेपालीहरुको आम्दानीको १३ प्रतिशत खानामा खर्च नेपालीहरुको सबैभन्दा ठुलो समस्या ‘तनाव’ नेपालीहरुले बुझ्नै पर्ने कुरा–अधिक चिसो पानी पिउँदा यस्ता समस्या देखिने गर्छन् नेप्से परिसूचक गणनाका पाँच आधार नेप्से परिसूचक नोकरीमा धेरै तलब पाउन चाहनुहुन्छ ?,,,,,,,,,
423,चिसो पस्नु,चिसो प,"टिप्पणी लेख्नुहोस्	
मे 2, 2012
अनपत्यारिला तथ्यहरु (रोचक तथ्यहरु भाग-९), Amazing Facts
१) अन्य प्राणीको तुलनामा उँट धेरै दिनसम्म पानी नपिईकन बांच्न सक्छ तर पानी बिना त्यो भन्दा लामो समय सम्म बाँच्न सक्ने प्राणी मुसा हो।",२) पानी जहाजको गति तातो पानीको तुलनामा चिसो पानीमा बढी तेज सँग चल्दछ।,३) हावामा ध्वनि तरँग ३०० मिटर प्रतीसेकेण्ड्का दरले यात्रा गर्छ भने पानीमा त्यही तरँग १५०० मिटर प्रति सेकेण्डका दरले यात्रा गर्छ।,NA,२) पानी जहाजको गति तातो पानीको तुलनामा चिसो पानीमा बढी तेज सँग चल्दछ।,,,,,,,,,
